"sp" "mother" "block" "treat" "mort" "diameter" "height" "leaves" "lBio" "sBio" "rBio" "rootTstem" "dden" "si" "raden" "slm" "p50" "fden" "Dden" "wet" "fleaf" "rgr" "leafTwood" "local" "surv" "name" "A" "Adate" "E" "rTs" "lTb"
"83" "slep" "8Q_Slep_4" "A" 12 0 4.22 380 6 882.652561835652 902.28703419693 746.676677187166 0.82753785534748 0.42 0.055 0.25 4.44 -1.63797719837667 0.428941525 0.00894152500000001 "wet" "high" 0.235937958697944 0.348651796550937 "sfr" 1 "A83" NA NA NA 1.03017923451197 0.246401415393927
"84" "slep" "SL_m_6" "A" 3 0 4.53 384 11 3794.44189466802 1246.58188651805 980.345976066274 0.786427258946121 0.42 0.055 0.25 4.44 -1.63797719837667 0.485266893 0.065266893 "wet" "high" 0.184154444810439 0.630162578887946 "mal" 1 "A84" 0.41 "12.08.2015" 0.25 1.03017923451197 0.246401415393927
"85" "dry" "DL_m_7" "A" 18 0 4.36 545 12 2818.30012200587 2479.25850307354 1322.63216691442 0.533478927378791 0.59 0.0372 0.12 5.43 -2.95831330249817 0.653063557 0.063063557 "wet" "high" 0.128481412677678 0.425712824683875 "mal" 1 "A85" 1.25 "30.07.2015" 0.5 0.736364768672071 0.361645549985552
"86" "ptom" "Pt_m_1" "A" 21 1 4.39 382 6 1922.61976876712 1249.28212556802 1093.8031103917 0.875545313589092 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.450715594875093 "mal" 0 "A86" NA NA NA 1.25739196337714 0.290252763040932
"87" "ssem" "Ssem_ou" "A" 9 0 4.3 310 8 1734.31777711757 1097.69694007917 1045.09278771954 0.952077708847548 0.72 0.014 0.12 5.16 -4.64913263523571 0.444959444 -0.275040556 "wet" "high" 0.125656521026742 0.447322591627497 "mal" 1 "A87" 1.91 "12.08.2015" 0.62 1.02239348582335 0.257097042694379
"88" "sxan" "Sxan_3_RDC" "A" 15 1 1.95 232 5 1089.84907247706 267.137029987168 398.797539546459 1.49285757787161 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" 0.380419486382522 0.620719459049628 "sfr" 0 "A88" NA NA NA 1.13561314857521 0.36920464173473
"89" "ptom" "Ptom_m_3" "A" 3 0 4.3 423 7 2748.82801681121 1425.9488835236 1138.79816491511 0.798624816130208 0.31 0.0262 0.13 4.92 -1.11733744698828 0.787921964 0.477921964 "wet" "high" NA 0.517321762289232 "sfr" 1 "A89" NA NA NA 1.25739196337714 0.290252763040932
"90" "ptom" "Ptom_3" "A" 3 1 3.49 186 4 592.342820285015 386.832001807687 467.338971125692 1.20811868961666 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.409496835123219 "sfr" 0 "A90" 2.05 "29.07.2015" 1.21 1.25739196337714 0.290252763040932
"91" "sxan" "8m_Sxan_3" "A" 15 1 4.34 320 8 2980.67130006958 1595.74041251228 1186.09101572769 0.743285691348976 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.51725290912686 "sfr" 0 "A91" NA NA NA 1.13561314857521 0.36920464173473
"92" "sxan" "8n_Sxan" "A" 21 1 2.85 180 6 1499.7986442499 382.277236718799 534.763829357468 1.3988900671866 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.620561900667998 "sfr" 0 "A92" 0 "30.07.2015" 0.51 1.13561314857521 0.36920464173473
"93" "ssem" "SS" "A" 15 1 3.28 245 8 1377.19634107905 621.260600285806 765.794723436124 1.23264653043156 0.72 0.014 0.12 5.16 -4.64913263523571 NA NA "wet" "high" NA 0.498216699519725 "sfr" 0 "A93" 1.7 "12.08.2015" 0.2 1.02239348582335 0.257097042694379
"94" "spar" "9Q_Spar_10" "A" 18 1 4.34 374 12 3036.45827629266 1680.53020025143 1470.51282944391 0.875029100473113 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.490740627942026 "sfr" 0 "A94" NA NA NA 1.18152048315931 0.298487653517437
"95" "pmal" "Pmal_m_2" "A" 12 0 3.21 282 5 788.807493274771 711.256306658494 756.904872373197 1.06418019114539 0.39 0.0313 0.15 4.96 -1.47571143778228 0.708052182 0.318052182 "wet" "high" 0.0428469934524489 0.349498645219858 "sfr" 1 "A95" NA NA NA 1.10821933463314 0.307792273027868
"96" "ptom" "9J_Ptom_14" "A" 18 0 3.14 163 4 514.260701132676 291.206027699164 370.915026727293 1.27372029232332 0.31 0.0262 0.13 4.92 -1.11733744698828 0.675314036 0.365314036 "wet" "high" -0.0103382104319469 0.437154604534179 "sfr" 1 "A96" 0.18 "12.08.2015" 0.56 1.25739196337714 0.290252763040932
"97" "sxan" "Sxan_3_RDC" "A" 0 0 2.71 132 5 994.803535669231 274.213400259504 459.560386344036 1.675922423591 0.51 0.006 0.16 6.96 -2.23989199255121 0.53628447 0.02628447 "dry" "high" 0.16131658544934 0.575504215432632 "sfr" 1 "A97" 2.05 "30.07.2015" 0.56 1.13561314857521 0.36920464173473
"98" "sbec" "Sbec_Sfr" "A" 21 1 4.65 352 5 1743.32411590222 2241.97369820148 1403.23700725199 0.625893608108637 0.41 0.037 0.1 5.37 -1.58199721886186 NA NA "wet" "high" NA 0.323524700813499 "sfr" 0 "A98" NA NA NA 0.723698094365868 0.326628969784602
"99" "spar" "Sp_m_4" "A" 6 0 3.68 292 9 2825.68206447761 1349.4245744475 1618.44891430686 1.19936226518589 0.36 0.0423 0.2 4.81 -1.32952049012629 0.501888904 0.141888904 "wet" "high" 0.109703740908432 0.487728483573664 "mal" 1 "A99" 0.13 "07.08.2015" 0.42 1.18152048315931 0.298487653517437
"100" "sxan" "8L_Sxan_10" "A" 12 1 3.26 153 5 1055.93979647191 424.511137018986 575.879432467988 1.35657084643749 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.513506882917384 "sfr" 0 "A100" NA NA NA 1.13561314857521 0.36920464173473
"101" "ssem" "SS" "A" 0 0 2.7 178 9 1638.61810952215 398.545674730529 640.635982978953 1.60743428820827 0.72 0.014 0.12 5.16 -4.64913263523571 0.464306111 -0.255693889 "dry" "high" 0.182079652738723 0.611927049054974 "sfr" 1 "A101" NA NA NA 1.02239348582335 0.257097042694379
"102" "pmal" "8L_Pmal_9" "A" 6 1 3.41 215 6 1064.41812538401 621.778064828101 761.839595667066 1.22525968470388 0.39 0.0313 0.15 4.96 -1.47571143778228 NA NA "wet" "high" NA 0.434804969569405 "sfr" 0 "A102" NA NA NA 1.10821933463314 0.307792273027868
"103" "dry" "DL_m_7" "A" 15 0 4.74 491 15 3804.11334233423 2652.06046831791 1509.29677775917 0.569103455893844 0.59 0.0372 0.12 5.43 -2.95831330249817 0.689042129 0.099042129 "wet" "high" 0.155203378458357 0.477575467778226 "mal" 1 "A103" NA NA NA 0.736364768672071 0.361645549985552
"104" "sbec" "SHOREABECCARINA_Sbec" "A" 3 0 5.65 415 7 3763.78837689084 3198.8403844519 1986.49508239387 0.621004752862729 0.41 0.037 0.1 5.37 -1.58199721886186 0.48642841 0.07642841 "wet" "high" 0.138010874290648 0.420576186296167 "sfr" 1 "A104" -0.23 "03.08.2015" 0.27 0.723698094365868 0.326628969784602
"105" "ssem" "SS" "A" 6 0 3.23 205 9 1774.31041870518 549.86207998696 746.284948645504 1.35722206678301 0.72 0.014 0.12 5.16 -4.64913263523571 0.897852423 0.177852423 "wet" "high" 0.0850667225572218 0.577865171277219 "sfr" 1 "A105" NA NA NA 1.02239348582335 0.257097042694379
"106" "sbec" "SHOREABECCARINA_Sbec" "A" 6 0 4.9 372 5 1847.07786254927 2440.30800843093 1510.30553660537 0.618899553411894 0.41 0.037 0.1 5.37 -1.58199721886186 0.579021739 0.169021739 "wet" "high" 0.0958826478209592 0.318588509235347 "sfr" 1 "A106" 1.56 "20.08.2015" 0.67 0.723698094365868 0.326628969784602
"107" "pmal" "12H_Pmal_1" "A" 9 0 4.03 215 6 1196.48502220612 777.251625363222 908.598319125333 1.1689886382685 0.39 0.0313 0.15 4.96 -1.47571143778228 0.788349777 0.398349777 "wet" "high" 0.125324260619346 0.415109637162745 "sfr" 1 "A107" NA NA NA 1.10821933463314 0.307792273027868
"108" "sbec" "Sbec_Sfr" "A" 15 1 4.63 320 6 2341.48876577385 2145.47670397469 1392.05930742829 0.648834501371828 0.41 0.037 0.1 5.37 -1.58199721886186 0.504708547 0.094708547 "wet" "high" 0.0719933061945303 0.39827843129082 "sfr" 0 "A108" NA NA NA 0.723698094365868 0.326628969784602
"109" "ptom" "Pt_m_1" "A" 15 1 4.17 380 7 2547.70955192814 1186.93557284818 998.752195863329 0.841454429971052 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.53824122070189 "mal" 0 "A109" NA NA NA 1.25739196337714 0.290252763040932
"110" "dry" "DL_m_3" "A" 9 0 5.06 553 8 1974.71162435122 2388.29538419663 1353.97719999231 0.566922001755557 0.59 0.0372 0.12 5.43 -2.95831330249817 0.642885665 0.052885665 "wet" "high" 0.0746538759988577 0.345411418384076 "mal" 1 "A110" 2.77 "07.08.2015" 0.76 0.736364768672071 0.361645549985552
"111" "spar" "SP_m_7" "A" 12 0 3.19 359 8 3583.29495352964 1876.87971488692 2154.69025170062 1.14801723019871 0.36 0.0423 0.2 4.81 -1.32952049012629 0.553100061 0.193100061 "wet" "high" 0.10447472706593 0.470565793499919 "mal" 1 "A111" NA NA NA 1.18152048315931 0.298487653517437
"112" "spar" "Sp_m_3" "A" 3 0 3.91 345 7 1792.76606384879 1379.78432691666 1440.10867552015 1.04372012888296 0.36 0.0423 0.2 4.81 -1.32952049012629 0.553653217 0.193653217 "wet" "high" 0.105468028298377 0.388662166027466 "mal" 1 "A112" 0.18 "07.08.2015" 0.47 1.18152048315931 0.298487653517437
"113" "slep" "SL_maliau" "A" 15 0 3.3 347 6 817.474900730303 635.286121874831 568.284292846116 0.894532830607126 0.42 0.055 0.25 4.44 -1.63797719837667 0.554057196 0.134057196 "wet" "high" 0.159674135110664 0.404481232796 "mal" 1 "A113" 2.83 "07.08.2015" 0.75 1.03017923451197 0.246401415393927
"114" "slep" "8P_Slep_4" "A" 12 0 6.58 400 12 2699.58099967625 2206.92912496844 1734.34683252391 0.785864309325616 0.42 0.055 0.25 4.44 -1.63797719837667 0.457130547 0.037130547 "wet" "high" 0.0764070080325819 0.406510939339257 "sfr" 1 "A114" NA NA NA 1.03017923451197 0.246401415393927
"115" "ssmi" "Ssmi_4" "A" 0 0 6.46 469 6 3312.82356640057 4361.09644955369 3238.60900963141 0.742613479681892 0.31 0.0293 0.13 4.63 -1.11733744698828 0.428798951 0.118798951 "dry" "high" 0.149382928286647 0.303579817165506 "sfr" 1 "A115" 2.11 "07.08.2015" 0.71 0.881318758953821 0.249740528331436
"116" "ptom" "8L_Ptom_6" "A" 12 1 4.03 150 3 478.177803061932 445.03473614514 584.921988068153 1.31432883899065 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.317065748720616 "sfr" 0 "A116" 0.46 "29.07.2015" 0.21 1.25739196337714 0.290252763040932
"117" "sjoh" "SJoh_m" "A" 6 0 3.86 310 3 490.634407797968 739.20374950824 743.158119113317 1.00534949884617 0.4 0.0449 0.19 4.73 -1.52793042721657 0.649104784 0.249104784 "wet" "high" 0.112178863042851 0.248674776360117 "sfr" 1 "A117" 0.78 "20.08.2015" 0.56 1.44202945767578 0.242364619261867
"118" "ssmi" "Ssmi_Tawau" "A" 15 0 5.81 515 7 4681.04267590466 4384.27626915612 3234.46734257768 0.737742592849936 0.31 0.0293 0.13 4.63 -1.11733744698828 0.46683365 0.15683365 "wet" "high" 0.110333409012191 0.380579187835906 "taw" 1 "A118" NA NA NA 0.881318758953821 0.249740528331436
"119" "ptom" "8Pt_m_6" "A" 18 1 4.34 372 5 1366.9255160761 1133.10722977081 1009.92104236825 0.891284616172226 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.389442596271671 "sfr" 0 "A119" NA NA NA 1.25739196337714 0.290252763040932
"120" "dry" "DL_Tawau" "A" 3 0 4.4 525 7 1375.91292864334 1862.49051287275 1075.75631500251 0.577590225328578 0.59 0.0372 0.12 5.43 -2.95831330249817 0.481627297 -0.108372703 "wet" "high" 0.0771840285541529 0.318929526558298 "taw" 1 "A120" 0 "31.07.2015" 0.43 0.736364768672071 0.361645549985552
"121" "ptom" "Pt_m_2" "A" 0 0 4.56 396 5 1493.8262504804 1331.1121155793 1182.57557473624 0.888411697929429 0.31 0.0262 0.13 4.92 -1.11733744698828 0.770219345 0.460219345 "dry" "high" 0.11249189513118 0.372756345342546 "mal" 1 "A121" 1.06 "07.08.2015" 0.56 1.25739196337714 0.290252763040932
"122" "sxan" "Sxan_3_RDC" "A" 9 1 2.45 134 4 684.692252532798 222.774912474315 403.990025417661 1.81344488448285 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.52208509551961 "sfr" 0 "A122" NA NA NA 1.13561314857521 0.36920464173473
"123" "pmal" "12H_Pmal_1" "A" 3 0 2.99 150 5 625.420471838523 394.733819422762 597.550188813211 1.513805403568 0.39 0.0313 0.15 4.96 -1.47571143778228 0.795964126 0.405964126 "wet" "high" 0.0400460724828734 0.386609841007377 "sfr" 1 "A123" NA NA NA 1.10821933463314 0.307792273027868
"124" "ssmi" "Ssmi_Tawau" "A" 3 0 5.11 467 5 3213.75369418654 3163.82478211383 2527.62888620189 0.79891557221861 0.31 0.0293 0.13 4.63 -1.11733744698828 0.520268866 0.210268866 "wet" "high" 0.134107867511342 0.360884768132284 "taw" 1 "A124" NA NA NA 0.881318758953821 0.249740528331436
"125" "sbec" "SHOREABECCARINA_Sbec" "A" 6 0 5.48 364 5 1963.05637374155 2570.76574070076 1667.35588191536 0.648583360015082 0.41 0.037 0.1 5.37 -1.58199721886186 0.445116364 0.035116364 "wet" "high" 0.0849917772477921 0.31656184919939 "sfr" 1 "A125" -0.15 "20.08.2015" 0.29 0.723698094365868 0.326628969784602
"126" "sjoh" "8m_SJoh_7" "A" 21 1 3.08 315 5 800.59926949416 655.063678544081 656.200086047853 1.00173480463197 0.4 0.0449 0.19 4.73 -1.52793042721657 NA NA "wet" "high" NA 0.379096208689792 "sfr" 0 "A126" NA NA NA 1.44202945767578 0.242364619261867
"127" "sjoh" "ou_SJoh_23A" "A" 15 1 4.07 330 6 1324.20022575595 965.75908968281 903.931307483619 0.935980118789772 0.4 0.0449 0.19 4.73 -1.52793042721657 NA NA "wet" "high" NA 0.414604124590942 "sfr" 0 "A127" NA NA NA 1.44202945767578 0.242364619261867
"128" "ssmi" "Ssmi_5" "A" 12 1 4.9 330 7 4406.99446191886 2344.65383431224 2204.33169742983 0.940152301022479 0.31 0.0293 0.13 4.63 -1.11733744698828 0.428655747 0.118655747 "wet" "high" 0.0244273658817433 0.492072834579593 "sfr" 0 "A128" NA NA NA 0.881318758953821 0.249740528331436
"129" "ssmi" "Ssmi_Tawau" "A" 6 0 4.8 333 5 2759.19358007333 2087.77333368989 2020.12088605863 0.967595884792871 0.31 0.0293 0.13 4.63 -1.11733744698828 0.547389085 0.237389085 "wet" "high" 0.117113362101797 0.401799665375607 "taw" 1 "A129" NA NA NA 0.881318758953821 0.249740528331436
"130" "sjoh" "S.Joh_m_7" "A" 3 0 4.62 332 4 831.289014149406 1034.50845393345 972.053390514473 0.939628271589751 0.4 0.0449 0.19 4.73 -1.52793042721657 0.584997092 0.184997092 "wet" "high" 0.0444275619665638 0.292929070472819 "sfr" 1 "A130" 0.38 "07.08.2015" 0.65 1.44202945767578 0.242364619261867
"131" "ssmi" "Ssmi_Tawau" "A" 0 0 3.98 315 6 3892.66191610172 1618.03827033146 1806.63186436138 1.11655694274233 0.31 0.0293 0.13 4.63 -1.11733744698828 0.384774422 0.074774422 "dry" "high" 0.25145621819536 0.53197830699497 "taw" 1 "A131" NA NA NA 0.881318758953821 0.249740528331436
"132" "spar" "9Q_Spar_10" "A" 18 1 3.77 319 5 1305.3396165866 1197.70214273778 1379.87028091095 1.15209803144942 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.336175427890323 "sfr" 0 "A132" NA NA NA 1.18152048315931 0.298487653517437
"133" "sxan" "9K_Sxan_2" "A" 21 1 2.94 190 5 1089.78459659712 401.192985990986 538.862678765282 1.34315079670259 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.536881949454737 "sfr" 0 "A133" NA NA NA 1.13561314857521 0.36920464173473
"134" "dry" "DL_m_1" "A" 21 0 5.65 620 15 4018.94272763071 4230.62858852833 2215.71483632899 0.523731826125571 0.59 0.0372 0.12 5.43 -2.95831330249817 0.58955603 -0.00044396999999996 "wet" "high" 0.0848346359940257 0.384026071439551 "mal" 1 "A134" NA NA NA 0.736364768672071 0.361645549985552
"135" "ptom" "8Pt_m_6" "A" 12 1 3.38 294 4 661.665996513872 540.110018295031 505.841769797432 0.93655320705627 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.387478979475731 "sfr" 0 "A135" NA NA NA 1.25739196337714 0.290252763040932
"136" "pmal" "Pm_m_6" "A" 18 1 3.71 330 5 952.241002797523 979.633136482193 929.40068188481 0.948723197769968 0.39 0.0313 0.15 4.96 -1.47571143778228 0.617808498 0.227808498 "wet" "high" NA 0.332803055391221 "mal" 0 "A136" -0.34 "31.07.2015" 0.5 1.10821933463314 0.307792273027868
"137" "ssem" "SS" "A" 12 1 3.66 236 6 805.179201332594 630.229992133224 762.907693599411 1.21052267128242 0.72 0.014 0.12 5.16 -4.64913263523571 NA NA "wet" "high" -0.0226299086011136 0.366270761995335 "sfr" 0 "A137" NA NA NA 1.02239348582335 0.257097042694379
"138" "spar" "9P_Spar_2" "A" 21 1 3.23 310 8 3263.30110575073 1541.91860710599 1981.4809231483 1.28507491511975 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.48083763831252 "sfr" 0 "A138" NA NA NA 1.18152048315931 0.298487653517437
"139" "ssem" "Ssem_ou" "A" 21 1 4.34 232 6 954.256133301233 802.871094480291 881.90204658955 1.09843541840352 0.72 0.014 0.12 5.16 -4.64913263523571 NA NA "wet" "high" NA 0.361593614200679 "mal" 0 "A139" NA NA NA 1.02239348582335 0.257097042694379
"140" "slep" "12H_Slep_8" "A" 21 0 4.35 342 4 463.295564404444 757.952222454563 680.035123906702 0.897200514439376 0.42 0.055 0.25 4.44 -1.63797719837667 NA NA "wet" "high" 0.0762881162131116 0.243675237273268 "sfr" 1 "A140" 0.42 "20.08.2015" 0.5 1.03017923451197 0.246401415393927
"141" "sxan" "11H_Sxan_1" "A" 9 0 4.53 311 7 2266.22510786178 1637.07659841135 1208.35827882079 0.738119572409381 0.51 0.006 0.16 6.96 -2.23989199255121 0.605469739 0.095469739 "wet" "high" 0.0509392243292564 0.443344258904212 "sfr" 1 "A141" NA NA NA 1.13561314857521 0.36920464173473
"142" "ssem" "SS" "A" 18 1 3.02 200 8 1249.83179652174 473.399852788438 681.43407857386 1.43944717042063 0.72 0.014 0.12 5.16 -4.64913263523571 NA NA "wet" "high" 0.201176069549459 0.519752821370943 "sfr" 0 "A142" NA NA NA 1.02239348582335 0.257097042694379
"143" "ptom" "9J_Ptom_14" "A" 21 1 2.62 132 1 119.181974906855 164.526241895453 235.811685288344 1.43327704183621 0.31 0.0262 0.13 4.92 -1.11733744698828 NA NA "wet" "high" NA 0.22940790993231 "sfr" 0 "A143" NA NA NA 1.25739196337714 0.290252763040932
"144" "pmal" "All_Pmal_1" "A" 0 0 4.8 221 4 831.305920248995 948.383461880015 1056.51545486389 1.11401716429082 0.39 0.0313 0.15 4.96 -1.47571143778228 0.574534603 0.184534603 "dry" "high" NA 0.293105035788033 "sfr" 1 "A144" 0.34 "20.08.2015" 0.69 1.10821933463314 0.307792273027868
"145" "ssmi" "9H_Ssmi_4" "A" 18 0 6.25 474 8 4751.49026211821 4631.29128702365 3405.35231246554 0.735292189892471 0.31 0.0293 0.13 4.63 -1.11733744698828 0.521642455 0.211642455 "wet" "high" 0.0989328135578692 0.371554623492264 "sfr" 1 "A145" NA NA NA 0.881318758953821 0.249740528331436
"146" "sxan" "Sxan_1" "A" 6 1 4.35 253 6 1650.48023079642 1197.28466567084 1010.1886005757 0.843733014829594 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" NA 0.427812370486445 "sfr" 0 "A146" -0.57 "31.07.2015" 0.49 1.13561314857521 0.36920464173473
"147" "spar" "Sp_m_4" "A" 3 0 3.25 271 8 3053.99358738858 1324.93298531538 1864.21842836261 1.40702846787293 0.36 0.0423 0.2 4.81 -1.32952049012629 0.517811367 0.157811367 "wet" "high" 0.235545649390188 0.489175501588837 "mal" 1 "A147" 1.59 "30.07.2015" 0.6 1.18152048315931 0.298487653517437
"148" "dry" "DL_Tawau" "A" 9 0 5.39 500 16 3833.02590327176 3284.47690170479 1848.33497636083 0.562748660342675 0.59 0.0372 0.12 5.43 -2.95831330249817 0.58895628 -0.00104371999999997 "wet" "high" 0.154267723266094 0.427514527560414 "taw" 1 "A148" NA NA NA 0.736364768672071 0.361645549985552
"149" "sxan" "9K_Sxan_2" "A" 3 0 4.17 174 4 881.777098012881 771.236268445185 790.899389190533 1.02549558617749 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" 0.0761566721778294 0.360805473098348 "sfr" 1 "A149" -0.61 "07.08.2015" 0.67 1.13561314857521 0.36920464173473
"150" "pmal" "Pm_m_5" "A" 21 1 3.88 333 5 997.158376772609 1037.10980176266 979.258678348353 0.944218902071908 0.39 0.0313 0.15 4.96 -1.47571143778228 NA NA "wet" "high" NA 0.330894139700417 "mal" 0 "A150" NA NA NA 1.10821933463314 0.307792273027868
"151" "ssmi" "Ssmi_Tawau" "A" 9 0 5.83 499 6 3787.90582130686 4071.50449140526 3058.50436222338 0.751197590148734 0.31 0.0293 0.13 4.63 -1.11733744698828 0.495379284 0.185379284 "wet" "high" 0.0817898131452888 0.346944076234891 "taw" 1 "A151" NA NA NA 0.881318758953821 0.249740528331436
"152" "spar" "9P_Spar_2" "A" 9 1 2.79 291 9 5493.15603845509 1678.8956726941 2480.67297635396 1.47756231474065 0.36 0.0423 0.2 4.81 -1.32952049012629 NA NA "wet" "high" NA 0.569078287871069 "sfr" 0 "A152" NA NA NA 1.18152048315931 0.298487653517437
"153" "sjoh" "SJoh_m" "A" 21 1 4.12 319 4 723.521027695948 861.608075323215 836.863755807596 0.971281235373361 0.4 0.0449 0.19 4.73 -1.52793042721657 NA NA "wet" "high" NA 0.29872962880924 "sfr" 0 "A153" NA NA NA 1.44202945767578 0.242364619261867
"154" "ssmi" "Ssmi_m_2" "A" 21 1 3.89 345 4 2254.52191839557 1581.02787537965 1718.24057585246 1.08678702166454 0.31 0.0293 0.13 4.63 -1.11733744698828 NA NA "wet" "high" NA 0.405942926964798 "sfr" 0 "A154" NA NA NA 0.881318758953821 0.249740528331436
"155" "sxan" "8m_Sxan_3" "A" 6 1 4.29 502 9 4935.53084175482 2816.32781422495 1537.8009566643 0.546030525600409 0.51 0.006 0.16 6.96 -2.23989199255121 NA NA "wet" "high" 0.0815213027590535 0.531292969554785 "sfr" 0 "A155" NA NA NA 1.13561314857521 0.36920464173473
"156" "pmal" "All_Pmal_1" "A" 9 0 3.97 252 5 914.287085731708 818.008516187883 902.947331362486 1.10383610132867 0.39 0.0313 0.15 4.96 -1.47571143778228 0.796520822 0.406520822 "wet" "high" -0.0300050456013945 0.346946034532385 "sfr" 1 "A156" -0.34 "29.07.2015" 0.39 1.10821933463314 0.307792273027868
"157" "sbec" "Sbec_Sfr" "A" 3 0 3.57 152 2 348.113528176587 832.864246613986 784.809626262486 0.942301977126685 0.41 0.037 0.1 5.37 -1.58199721886186 0.549328969 0.139328969 "wet" "high" 0.120888651356493 0.177086051111176 "sfr" 1 "A157" NA NA NA 0.723698094365868 0.326628969784602
"158" "slep" "SL_maliau" "A" 15 0 4.24 367 6 867.950990799427 871.625959232393 737.670209336546 0.846315098263231 0.42 0.055 0.25 4.44 -1.63797719837667 0.475380914 0.055380914 "wet" "high" -0.00894580552940069 0.350369153726563 "mal" 1 "A158" 0.57 "30.07.2015" 0.72 1.03017923451197 0.246401415393927
"159" "pmal" "Pm_m_4" "A" 3 0 3.8 215 4 607.177480316055 651.295822447421 788.937421951629 1.21133499519002 0.39 0.0313 0.15 4.96 -1.47571143778228 0.754533392 0.364533392 "wet" "high" 0.212207863673335 0.296558708512452 "mal" 1 "A159" NA NA NA 1.10821933463314 0.307792273027868
"160" "spar" "Sp_m_1" "A" 6 0 5.06 412 9 1182.28088650206 1282.29917403236 975.622549990661 0.760838476502084 0.36 0.0423 0.2 4.81 -1.32952049012629 0.461110062 0.101110062 "wet" "high" 0.0702143697111406 0.343666062831575 "mal" 1 "A160" 1.97 "20.08.2015" 3.4 1.18152048315931 0.298487653517437
"161" "ssmi" "Ssmi_19" "B" 12 0 6.9 457 8 3906.43681988183 5160.01204385739 3679.44791391522 0.713069636784148 0.31 0.0293 0.13 4.63 -1.11733744698828 0.451061321 0.141061321 "wet" "high" 0.0312588863631394 0.306485835247813 "sfr" 1 "B1" NA NA NA 0.881318758953821 0.249740528331436
